,index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Predict Proba,Predict Proba RandGuess
20,3323,45,admin.,married,basic.9y,no,yes,no,telephone,may,thu,111,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0.2053518912880461,0.28352508177131874
21,1558,31,blue-collar,single,professional.course,no,no,no,telephone,may,thu,99,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.2168097003884177,0.6931379183129963
22,19753,35,technician,married,high.school,no,no,no,telephone,aug,fri,243,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0.341941894037226,0.4404537176707395
23,20061,33,technician,single,high.school,no,yes,no,cellular,aug,mon,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0.27488397362740863,0.15686773847496327
24,39812,38,blue-collar,married,basic.6y,no,no,no,cellular,jun,fri,346,2,5,3,success,-1.7,94.055,-39.8,0.707,4991.6,0.9634370832357366,0.5446490180318447
25,40848,35,admin.,married,university.degree,no,no,yes,cellular,sep,wed,242,2,999,1,failure,-1.1,94.199,-37.5,0.886,4963.6,0.8314403464815356,0.780314764511367
26,27738,23,admin.,single,university.degree,no,no,no,cellular,mar,thu,308,2,999,1,failure,-1.8,92.843,-50.0,1.757,5099.1,0.6803682182518109,0.30636353237617975
27,37945,53,technician,married,professional.course,no,yes,no,telephone,sep,fri,384,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,0.7246609545443623,0.2219578839321814
28,40100,62,technician,married,high.school,no,yes,no,cellular,jul,mon,273,1,16,1,success,-1.7,94.215,-40.3,0.827,4991.6,0.9508086007143873,0.38797125755564876
29,15303,25,services,single,high.school,no,yes,no,cellular,jul,fri,172,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0.41013381254485004,0.9363836498604304
30,29459,47,technician,married,high.school,no,no,no,cellular,apr,mon,267,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0.3644979982157223,0.9759954224729338
31,11033,38,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,25,41,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0.08028066874298032,0.6723836759128137
32,31697,36,technician,single,high.school,no,yes,no,cellular,may,thu,229,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0.4090121449271089,0.9028341085383981
33,26576,40,blue-collar,married,basic.4y,no,yes,no,cellular,nov,thu,377,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0.23657016105714768,0.8457508712931793
34,26995,34,self-employed,single,basic.9y,no,no,no,cellular,nov,thu,91,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0.30935501972992224,0.37799404132888914
35,30497,53,admin.,divorced,university.degree,no,yes,no,cellular,may,mon,367,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0.6179543461079865,0.09221700887172424
36,36106,59,self-employed,married,university.degree,no,no,no,cellular,may,tue,137,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0.5794218838013694,0.6534109025235362
37,23166,32,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,74,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0.32395613947551305,0.5578407623884509
38,12160,38,blue-collar,married,basic.4y,no,no,no,telephone,jul,tue,150,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0.2464625296092388,0.3615647630625781
39,28686,24,management,single,university.degree,no,yes,no,cellular,apr,thu,124,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0.6888812909682384,0.22505450483983191
40,21363,48,technician,married,professional.course,no,no,no,cellular,aug,mon,43,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0.26846414645068706,0.4065199163762486
41,3327,36,services,single,basic.6y,no,yes,no,telephone,may,thu,164,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0.23548460203661556,0.46894024869916906
42,23421,30,management,married,university.degree,no,yes,no,cellular,aug,wed,118,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0.2944140274920426,0.26923557825106126
43,14892,51,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,561,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0.37993410479119916,0.2917927742254326
44,31888,37,unemployed,married,basic.6y,no,yes,no,cellular,may,thu,425,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0.30944762177685875,0.45768639932297794
45,38092,49,unemployed,married,high.school,no,no,no,cellular,sep,wed,169,1,999,1,failure,-3.4,92.379,-29.8,0.768,5017.5,0.7765054695057825,0.8605339129469265
46,13062,28,services,married,high.school,no,yes,yes,telephone,jul,tue,153,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.2587309626790997,0.5862529044678214
47,36046,22,student,single,high.school,no,no,no,cellular,may,tue,304,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0.5837605334773949,0.2834878624322098
48,20575,38,technician,married,professional.course,no,yes,no,cellular,aug,tue,124,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0.3644451954490195,0.2779775066236013
49,34395,33,admin.,single,university.degree,no,yes,yes,cellular,may,thu,255,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0.4190024169253919,0.4546220755219468
50,10923,51,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,wed,339,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0.2727662447472062,0.20541034460498753
51,8258,40,admin.,married,high.school,no,yes,no,telephone,jun,tue,406,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0.24284407371180097,0.20137871104307314
52,1658,31,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,514,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.18669725907936977,0.5140350598174419
53,750,30,services,divorced,basic.9y,no,no,yes,telephone,may,tue,126,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.20862435619985828,0.08722936878080467
54,19015,52,admin.,married,basic.9y,no,no,no,cellular,aug,tue,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.32505549614585605,0.4835855323515865
55,32605,24,services,single,high.school,no,yes,yes,cellular,may,mon,590,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0.33335549830506983,0.3621762123878334
56,41184,46,blue-collar,married,professional.course,no,no,no,cellular,nov,fri,383,1,999,0,nonexistent,-1.1,94.767,-50.8,1.028,4963.6,0.8727641838531992,0.7076866218156711
57,16377,43,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,73,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0.36689893695107767,0.7467462231020046
58,15146,49,technician,divorced,high.school,no,no,no,cellular,jul,thu,123,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0.3607357015704652,0.6910929218557643
59,34650,33,admin.,single,university.degree,no,yes,no,cellular,may,thu,95,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0.5195261948799273,0.6891804137549141
60,16317,26,admin.,single,university.degree,no,yes,no,cellular,jul,tue,1287,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0.39592090291826326,0.3736001241489283
61,15469,45,blue-collar,divorced,basic.4y,no,yes,no,telephone,jul,fri,168,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0.2639565558405874,0.6681348047352675
62,30818,32,admin.,married,high.school,no,yes,no,cellular,may,tue,323,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0.412809060347756,0.3398486639568179
63,18148,41,services,divorced,high.school,no,no,yes,cellular,jul,wed,72,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0.3819598860566609,0.572793869868875
64,4338,45,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,209,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0.19891030569865234,0.3258071580648745
65,37970,61,retired,married,university.degree,no,no,no,cellular,sep,mon,350,1,3,2,success,-3.4,92.379,-29.8,0.797,5017.5,0.9389224074553675,0.44514504926353204
66,11795,22,technician,single,professional.course,no,no,no,telephone,jun,fri,184,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0.23582851299120278,0.061528930829939266
67,22798,35,management,divorced,university.degree,no,no,no,cellular,aug,mon,123,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0.2927806848772541,0.24267542218433813
68,8268,38,admin.,married,basic.9y,no,no,yes,telephone,jun,tue,404,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0.2570150815107859,0.9716026061735676
69,4191,34,admin.,married,university.degree,no,yes,yes,telephone,may,mon,97,9,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.1716149251042442,0.23058420435507399
70,27902,70,housemaid,married,basic.4y,no,no,no,cellular,mar,thu,91,1,999,1,failure,-1.8,92.843,-50.0,1.538,5099.1,0.7791116723041229,0.6914775109473302
71,20835,50,technician,single,university.degree,no,yes,no,cellular,aug,thu,178,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0.28506191657387353,0.6504768582137396
72,13950,33,blue-collar,single,basic.6y,no,yes,yes,cellular,jul,fri,103,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0.3706561206668993,0.7239391394374821
73,40478,67,housemaid,divorced,professional.course,no,no,no,cellular,aug,thu,350,1,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,0.9472769508646077,0.4750886106344313
74,9543,32,technician,single,university.degree,no,no,no,telephone,jun,mon,443,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0.24957287657389451,0.5966637746018628
75,13329,39,technician,married,professional.course,no,yes,no,cellular,jul,wed,225,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.37943083911879366,0.06696942393282634
76,37865,40,technician,married,high.school,no,yes,no,cellular,aug,mon,69,2,999,2,failure,-2.9,92.201,-31.4,0.821,5076.2,0.708097916313293,0.07256213782223342
77,8429,34,blue-collar,married,basic.4y,no,no,yes,telephone,jun,tue,276,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0.24356435004184318,0.19897602629707833
78,5961,32,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,955,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.19427532821465218,0.15186099700854105
79,18158,35,services,married,high.school,no,yes,no,cellular,jul,wed,698,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0.3688330346914712,0.10010434458144468
80,35131,30,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,74,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0.5714681207811863,0.12929386460885417
81,3981,54,housemaid,divorced,basic.4y,no,no,no,telephone,may,mon,382,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.222497904758471,0.5532777318076535
82,13182,34,admin.,single,high.school,no,yes,no,cellular,jul,wed,42,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.3811546092216984,0.18781482492387824
83,10576,45,blue-collar,single,basic.4y,no,no,no,telephone,jun,tue,254,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0.23310671715599454,0.9521012430312082
84,38558,34,admin.,married,university.degree,no,no,no,cellular,oct,thu,401,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,0.8335260838979968,0.6816117788074266
85,6578,30,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.22813532314487697,0.5410196733597712
86,14837,32,blue-collar,married,basic.6y,no,yes,no,cellular,jul,wed,151,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0.42899547868496696,0.7071806008078977
87,2654,44,entrepreneur,divorced,university.degree,no,yes,no,telephone,may,tue,1032,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0.20860187902259875,0.2638866709525134
88,26146,38,entrepreneur,married,professional.course,no,yes,no,telephone,nov,wed,519,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0.2924355250032591,0.9267256842537278
89,14898,34,blue-collar,married,basic.4y,no,no,no,cellular,jul,wed,171,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0.3650209291011357,0.8391930577999707
90,13072,48,technician,married,professional.course,no,yes,no,cellular,jul,tue,136,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.34727103731042763,0.7263194984280372
91,8872,49,entrepreneur,married,basic.4y,no,no,no,telephone,jun,thu,285,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0.2522300856584619,0.48023995608541004
92,29422,47,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,mon,390,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0.4351130469640313,0.8421031858766468
93,34232,27,admin.,married,professional.course,no,no,no,cellular,may,thu,68,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0.5293248379313973,0.7447523234243593
94,18583,32,admin.,married,high.school,no,yes,no,cellular,jul,thu,434,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0.333096252292979,0.6603259063996125
95,21075,29,technician,married,university.degree,no,yes,no,telephone,aug,thu,137,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0.3335466064421466,0.9139752670059378
96,13913,29,admin.,single,high.school,no,yes,no,cellular,jul,fri,130,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0.36943761704745226,0.6336655637875748
97,25723,38,admin.,married,basic.9y,no,yes,yes,cellular,nov,wed,122,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0.3088833592699833,0.3659405848526094
98,35941,43,blue-collar,married,basic.9y,no,no,yes,cellular,may,mon,487,1,3,1,success,-1.8,92.893,-46.2,1.264,5099.1,0.8371860429357391,0.5528445731504456
99,5766,46,technician,divorced,professional.course,no,yes,no,telephone,may,mon,144,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.20113960273783707,0.19638057670013687
100,13394,27,blue-collar,single,basic.4y,no,yes,no,cellular,jul,wed,676,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.35064682969766275,0.19207229639360313
101,38845,50,admin.,married,university.degree,no,yes,no,cellular,nov,mon,183,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,0.9413828478025191,0.7256696239328209
102,12834,28,admin.,single,high.school,no,no,no,cellular,jul,tue,574,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.4017187511689739,0.7849367034311311
103,16052,27,services,single,high.school,no,yes,no,cellular,jul,tue,168,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0.3937179262652756,0.9720983636837658
104,16270,35,technician,single,professional.course,no,no,no,cellular,jul,tue,270,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0.37311655525460147,0.8509714170415017
105,3934,32,management,single,high.school,no,yes,no,telephone,may,mon,326,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.23050209348585912,0.5435943265958227
106,5822,52,technician,married,professional.course,no,no,no,telephone,may,mon,160,11,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.17570757576041712,0.08979086952306481
107,2765,43,services,married,high.school,no,no,no,telephone,may,wed,96,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0.2279159455072108,0.4888732446161128
108,33692,30,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,68,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0.3680217303111248,0.9279363475621256
109,649,33,blue-collar,married,high.school,no,no,no,telephone,may,tue,328,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.19573468816768483,0.7876181995034763
110,5034,28,services,married,high.school,no,yes,no,telephone,may,wed,322,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.2341411045832242,0.48509422605408814
111,11657,33,services,single,high.school,no,no,no,telephone,jun,fri,15,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0.27061428541841753,0.4552793614808863
112,34249,33,blue-collar,married,professional.course,no,no,no,cellular,may,thu,119,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0.4111327376378144,0.21798576840935358
113,36330,26,technician,divorced,university.degree,no,no,no,cellular,jun,tue,437,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0.8417188292485136,0.17721338080182358
114,20691,57,admin.,single,university.degree,no,yes,no,cellular,aug,wed,86,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0.3567109770670547,0.07362366921935759
115,3664,53,unemployed,married,basic.4y,no,no,no,telephone,may,fri,141,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0.2024493441992643,0.8923931875870925
116,457,48,unemployed,single,basic.4y,no,yes,no,telephone,may,tue,112,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.16900678717468248,0.6401766168990589
117,31566,24,services,single,high.school,no,yes,no,cellular,may,thu,689,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0.4595106663026267,0.14333231747132136
118,13895,32,admin.,single,university.degree,no,no,no,cellular,jul,fri,132,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0.38628612217496294,0.4141269197162073
119,4627,39,unemployed,married,university.degree,no,no,no,telephone,may,wed,225,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.21864544000700092,0.04910892439787362
120,16761,50,management,married,professional.course,no,no,no,cellular,jul,thu,162,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.3447960599165193,0.20937334952236364
121,11345,47,services,single,basic.9y,no,no,no,telephone,jun,thu,835,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0.26006985652488873,0.7307081241290383
122,17976,38,blue-collar,married,high.school,no,no,no,cellular,jul,tue,112,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0.35190705086788787,0.6511227704415994
123,24644,57,retired,married,university.degree,no,yes,yes,cellular,nov,mon,1132,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0.3131517313100293,0.4789782973769777
124,14347,28,admin.,single,high.school,no,no,yes,cellular,jul,mon,157,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.3615652043708803,0.27478050549563926
125,25145,54,self-employed,married,basic.9y,no,no,yes,cellular,nov,tue,72,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0.28634841627549623,0.6522231250661847
126,31806,27,blue-collar,single,basic.9y,no,yes,yes,cellular,may,thu,623,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0.44222033330789196,0.9564495113173804
127,34366,27,admin.,married,professional.course,no,yes,no,cellular,may,thu,338,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0.515240858634728,0.4355205561751928
128,19460,32,technician,married,university.degree,no,yes,no,cellular,aug,thu,74,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.2724668100580752,0.07013250508767022
129,456,51,management,married,professional.course,no,yes,no,telephone,may,tue,141,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.18731537564140635,0.05773148782296755
130,15573,31,blue-collar,single,university.degree,no,no,no,cellular,jul,fri,35,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0.410355695117947,0.08287101879755743
131,21575,41,technician,married,university.degree,no,yes,no,cellular,aug,tue,95,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0.2816030821890919,0.9597071872532211
132,14207,50,blue-collar,married,basic.9y,no,yes,no,telephone,jul,mon,124,12,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.27219047364988125,0.5407608361864938
133,19328,33,technician,single,professional.course,no,yes,no,cellular,aug,wed,136,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.42488818159674907,0.8374624326697224
134,27779,32,management,single,university.degree,no,yes,no,cellular,mar,tue,164,1,999,0,nonexistent,-1.8,92.843,-50.0,1.687,5099.1,0.8658234546527479,0.17003354423713468
135,19763,57,admin.,married,university.degree,no,yes,no,cellular,aug,fri,161,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0.3317839792711362,0.26034507272891516
136,35377,29,admin.,married,high.school,no,yes,no,cellular,may,fri,1871,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0.5423142521423878,0.6919775118728427
137,5809,31,services,married,high.school,no,no,no,telephone,may,mon,102,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.1911282219941518,0.8955703281419836
138,36434,33,housemaid,single,university.degree,no,no,no,cellular,jun,tue,77,3,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0.8349450278789763,0.34068848446015954
139,37554,32,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,fri,230,1,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,0.7896038476495457,0.06467319799028326
140,3742,36,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,123,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0.21796488532134803,0.8641196694106438
141,36516,39,management,married,university.degree,no,yes,no,cellular,jun,wed,95,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0.8207962313380549,0.290872445829476
142,27315,56,unemployed,divorced,high.school,no,yes,no,cellular,nov,fri,109,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0.23309311675948924,0.7410824063995626
143,7604,43,management,married,basic.9y,no,no,no,telephone,may,fri,38,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0.2201569240380578,0.158033654701494
144,13851,24,student,single,basic.4y,no,no,no,cellular,jul,fri,159,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0.3609864712020368,0.6949634351408759
145,19646,33,admin.,married,university.degree,no,yes,no,cellular,aug,thu,118,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.2507040345463901,0.8414196190311481
146,17158,51,technician,divorced,basic.9y,no,yes,no,cellular,jul,fri,102,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.3467573818717492,0.7271520787467093
147,3493,32,admin.,married,university.degree,no,no,no,telephone,may,thu,88,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0.22500278643496213,0.3591075248634914
148,9190,38,admin.,married,university.degree,no,no,no,telephone,jun,fri,52,13,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0.23251315229273783,0.7266897514901979
149,17873,39,admin.,divorced,high.school,no,no,no,cellular,jul,tue,121,17,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0.1767346769653467,0.13946712418246032
150,3183,45,admin.,married,high.school,no,yes,no,telephone,may,thu,695,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0.2053518912880461,0.31381911523322203
151,14184,30,admin.,single,university.degree,no,yes,yes,cellular,jul,mon,151,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.3426994719434865,0.41958275668294454
152,6597,28,admin.,married,basic.6y,no,no,no,telephone,may,wed,461,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.22813532314487697,0.8772120389443171
153,601,48,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,284,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.1873584611411216,0.153740208571143
154,20036,29,admin.,single,university.degree,no,no,no,cellular,aug,mon,716,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0.2586670365646566,0.8801247902493156
